product_id,product_name,category,product_type,brand,price,stock_quantity,rating,is_digital
PROD_000908,HP Kitchenware,Home & Garden,Kitchenware,HP,351.48,522,3.0,False
PROD_000909,Canon Coffee Maker,Home & Garden,Coffee Maker,Canon,39.44,302,4.0,False
PROD_000910,Sony Garden Tools,Home & Garden,Garden Tools,Sony,336.15,456,3.5,False
PROD_000911,Canon Hair Dryer,Beauty,Hair Dryer,Canon,45.92,599,4.1,False
PROD_000912,Nike Tablet,Electronics,Tablet,Nike,1688.78,422,3.7,False
PROD_000913,Canon Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Canon,55.13,662,1.9,False
PROD_000914,Adidas T-Shirt,Clothing,T-Shirt,Adidas,20.26,816,4.8,False
PROD_000915,Dell Makeup Kit,Beauty,Makeup Kit,Dell,50.05,686,2.7,False
PROD_000916,Nike Biography,Books,Biography,Nike,20.73,13,4.5,False
PROD_000917,Adidas Makeup Kit,Beauty,Makeup Kit,Adidas,57.87,460,1.8,False
PROD_000918,Nike Dress,Clothing,Dress,Nike,52.6,113,4.3,False
PROD_000919,Nike T-Shirt,Clothing,T-Shirt,Nike,128.57,945,4.6,False
PROD_000920,Adidas Moisturizer,Beauty,Moisturizer,Adidas,41.08,308,4.0,False
PROD_000921,Samsung Yoga Mat,Sports,Yoga Mat,Samsung,37.5,571,3.1,False
PROD_000922,HP Kitchenware,Home & Garden,Kitchenware,HP,41.09,560,3.9,False
PROD_000923,Generic Self-Help,Books,Self-Help,Generic,18.6,77,1.7,False
PROD_000924,Nike Skincare Set,Beauty,Skincare Set,Nike,139.68,288,4.7,False
PROD_000925,HP Yoga Mat,Sports,Yoga Mat,HP,42.86,30,3.4,False
PROD_000926,Samsung Laptop,Electronics,Laptop,Samsung,394.24,507,2.6,False
PROD_000927,Generic Sneakers,Clothing,Sneakers,Generic,21.74,386,2.7,False
PROD_000928,Canon Smartwatch,Electronics,Smartwatch,Canon,828.2,581,3.3,True
PROD_000929,Apple Textbook,Books,Textbook,Apple,33.26,305,4.2,False
PROD_000930,Samsung Running Shoes,Sports,Running Shoes,Samsung,278.93,210,4.5,False
PROD_000931,Canon Soccer Ball,Sports,Soccer Ball,Canon,262.23,551,3.9,False
PROD_000932,Nike Jeans,Clothing,Jeans,Nike,54.26,67,1.8,False
PROD_000933,Generic Soccer Ball,Sports,Soccer Ball,Generic,212.04,914,1.9,False
PROD_000934,Sony Tennis Racket,Sports,Tennis Racket,Sony,24.46,10,4.0,False
PROD_000935,Canon T-Shirt,Clothing,T-Shirt,Canon,79.32,281,2.7,False
PROD_000936,Sony Kitchenware,Home & Garden,Kitchenware,Sony,330.15,538,3.8,False
PROD_000937,Adidas Laptop,Electronics,Laptop,Adidas,1981.07,608,1.8,True
PROD_000938,Canon Shampoo,Beauty,Shampoo,Canon,22.64,96,4.9,False
PROD_000939,Apple Biography,Books,Biography,Apple,43.83,315,1.9,False
PROD_000940,Nike Bedding,Home & Garden,Bedding,Nike,444.82,584,4.7,False
PROD_000941,Adidas Biography,Books,Biography,Adidas,43.79,291,2.9,False
PROD_000942,Apple Children Book,Books,Children Book,Apple,46.81,112,2.5,True
PROD_000943,Generic Hair Dryer,Beauty,Hair Dryer,Generic,74.52,460,1.1,False
PROD_000944,Nike Perfume,Beauty,Perfume,Nike,52.33,489,2.3,False
PROD_000945,Nike Cookbook,Books,Cookbook,Nike,49.23,587,2.0,False
PROD_000946,Samsung Sweater,Clothing,Sweater,Samsung,33.99,233,1.1,False
PROD_000947,HP Cookbook,Books,Cookbook,HP,31.77,862,5.0,False
PROD_000948,Nike Hair Dryer,Beauty,Hair Dryer,Nike,43.77,437,3.8,False
PROD_000949,Adidas Children Book,Books,Children Book,Adidas,41.22,115,4.5,False
PROD_000950,Adidas Shampoo,Beauty,Shampoo,Adidas,44.79,80,1.5,False
PROD_000951,Samsung Perfume,Beauty,Perfume,Samsung,25.53,187,2.7,False
PROD_000952,Dell Jacket,Clothing,Jacket,Dell,35.27,924,1.6,False
PROD_000953,Dell Yoga Mat,Sports,Yoga Mat,Dell,96.26,356,3.5,False
PROD_000954,Canon Cookbook,Books,Cookbook,Canon,45.16,251,2.3,False
PROD_000955,Generic Children Book,Books,Children Book,Generic,36.5,331,3.4,True
PROD_000956,Dell Self-Help,Books,Self-Help,Dell,18.63,52,3.8,True
PROD_000957,Nike Bedding,Home & Garden,Bedding,Nike,150.62,569,4.9,False
PROD_000958,Generic T-Shirt,Clothing,T-Shirt,Generic,123.2,991,1.9,False
PROD_000959,HP Children Book,Books,Children Book,HP,21.05,131,1.0,False
PROD_000960,Adidas Shampoo,Beauty,Shampoo,Adidas,11.23,201,3.8,False
PROD_000961,Nike Biography,Books,Biography,Nike,39.4,374,4.9,False
PROD_000962,Generic Tennis Racket,Sports,Tennis Racket,Generic,92.34,895,2.5,False
PROD_000963,Samsung Moisturizer,Beauty,Moisturizer,Samsung,49.8,235,2.6,False
PROD_000964,Canon Skincare Set,Beauty,Skincare Set,Canon,134.25,16,4.2,False
PROD_000965,Sony Headphones,Electronics,Headphones,Sony,937.6,362,2.6,False
PROD_000966,Apple Yoga Mat,Sports,Yoga Mat,Apple,27.68,29,3.3,False
PROD_000967,Canon Biography,Books,Biography,Canon,22.85,17,3.1,False
PROD_000968,Canon Soccer Ball,Sports,Soccer Ball,Canon,226.67,363,2.6,False
PROD_000969,Canon Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Canon,150.58,702,4.0,False
PROD_000970,Canon Tablet,Electronics,Tablet,Canon,1485.52,6,3.2,True
PROD_000971,Adidas Cookbook,Books,Cookbook,Adidas,46.04,307,1.7,True
PROD_000972,Adidas Smartwatch,Electronics,Smartwatch,Adidas,806.89,925,1.4,False
PROD_000973,Sony Running Shoes,Sports,Running Shoes,Sony,27.61,431,3.5,False
PROD_000974,Sony Perfume,Beauty,Perfume,Sony,65.17,23,3.7,False
PROD_000975,Apple Sneakers,Clothing,Sneakers,Apple,157.31,281,4.9,False
PROD_000976,Dell Fiction Novel,Books,Fiction Novel,Dell,44.14,290,2.4,False
PROD_000977,Nike Soccer Ball,Sports,Soccer Ball,Nike,177.78,888,4.6,False
PROD_000978,Dell Makeup Kit,Beauty,Makeup Kit,Dell,106.95,907,2.0,False
PROD_000979,Generic Skincare Set,Beauty,Skincare Set,Generic,89.44,967,1.2,False
PROD_000980,Nike Tablet,Electronics,Tablet,Nike,1308.39,991,2.3,False
PROD_000981,Canon T-Shirt,Clothing,T-Shirt,Canon,84.88,496,3.6,False
PROD_000982,Adidas Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Adidas,440.55,145,4.3,False
PROD_000983,Adidas Laptop,Electronics,Laptop,Adidas,622.85,872,4.3,False
PROD_000984,Nike Makeup Kit,Beauty,Makeup Kit,Nike,129.11,211,4.3,False
PROD_000985,Apple Tablet,Electronics,Tablet,Apple,883.81,316,2.8,True
PROD_000986,HP Tennis Racket,Sports,Tennis Racket,HP,135.89,592,3.0,False
PROD_000987,Canon Camera,Electronics,Camera,Canon,793.82,801,4.2,False
PROD_000988,Nike Textbook,Books,Textbook,Nike,16.38,566,3.3,False
PROD_000989,Canon Cycling Helmet,Sports,Cycling Helmet,Canon,121.9,187,2.8,False
PROD_000990,Samsung Kitchenware,Home & Garden,Kitchenware,Samsung,151.36,466,4.1,False
PROD_000991,Samsung Perfume,Beauty,Perfume,Samsung,101.35,633,1.2,False
PROD_000992,Nike Hair Dryer,Beauty,Hair Dryer,Nike,73.54,950,4.8,False
PROD_000993,Nike Self-Help,Books,Self-Help,Nike,22.51,856,4.7,True
PROD_000994,HP Skincare Set,Beauty,Skincare Set,HP,100.15,941,4.4,False
PROD_000995,HP Biography,Books,Biography,HP,29.28,733,1.2,False
PROD_000996,Apple Headphones,Electronics,Headphones,Apple,1494.92,99,3.1,False
PROD_000997,Samsung Biography,Books,Biography,Samsung,28.77,699,4.2,False
PROD_000998,Apple Tennis Racket,Sports,Tennis Racket,Apple,136.54,196,4.6,False
PROD_000999,Sony Cycling Helmet,Sports,Cycling Helmet,Sony,294.75,176,3.9,False
PROD_001000,Canon Jacket,Clothing,Jacket,Canon,109.25,146,2.5,False
PROD_001001,Samsung Self-Help,Books,Self-Help,Samsung,49.07,320,1.3,False
PROD_001002,Dell Dumbbells,Sports,Dumbbells,Dell,145.93,298,1.3,False
PROD_001003,Generic Moisturizer,Beauty,Moisturizer,Generic,25.06,723,5.0,False
PROD_001004,Apple Jeans,Clothing,Jeans,Apple,138.87,20,4.5,False
PROD_001005,Sony Cycling Helmet,Sports,Cycling Helmet,Sony,286.43,810,4.3,False
PROD_001006,Apple Cycling Helmet,Sports,Cycling Helmet,Apple,128.36,248,3.1,False
PROD_001007,Generic Coffee Maker,Home & Garden,Coffee Maker,Generic,245.84,739,4.5,False
PROD_001008,Sony Skincare Set,Beauty,Skincare Set,Sony,35.27,729,1.4,False
PROD_001009,Apple Children Book,Books,Children Book,Apple,34.56,11,2.4,False
PROD_001010,Generic Dress,Clothing,Dress,Generic,196.42,139,3.2,False
PROD_001011,HP Running Shoes,Sports,Running Shoes,HP,55.18,849,4.5,False
PROD_001012,Nike Sweater,Clothing,Sweater,Nike,81.06,628,3.9,False
PROD_001013,Sony Yoga Mat,Sports,Yoga Mat,Sony,280.72,46,3.0,False
PROD_001014,Nike T-Shirt,Clothing,T-Shirt,Nike,96.72,412,2.9,False
PROD_001015,Apple Cycling Helmet,Sports,Cycling Helmet,Apple,126.95,153,1.8,False
PROD_001016,Nike Headphones,Electronics,Headphones,Nike,1980.02,45,3.2,True
PROD_001017,Generic Camera,Electronics,Camera,Generic,1993.62,778,1.1,False
PROD_001018,Apple Self-Help,Books,Self-Help,Apple,19.94,456,3.4,False
PROD_001019,Canon Smartwatch,Electronics,Smartwatch,Canon,564.62,843,4.8,False
PROD_001020,Generic Jacket,Clothing,Jacket,Generic,108.43,312,1.7,False
PROD_001021,Apple Makeup Kit,Beauty,Makeup Kit,Apple,113.74,574,1.0,False
PROD_001022,Nike Coffee Maker,Home & Garden,Coffee Maker,Nike,454.37,533,3.9,False
PROD_001023,Apple Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Apple,297.71,766,4.9,False
PROD_001024,Dell Laptop,Electronics,Laptop,Dell,706.27,674,3.7,False
PROD_001025,Apple Camera,Electronics,Camera,Apple,692.88,303,3.4,False
PROD_001026,Apple Smartwatch,Electronics,Smartwatch,Apple,1914.97,599,3.8,False
PROD_001027,Sony Sweater,Clothing,Sweater,Sony,29.6,346,4.1,False
PROD_001028,Apple Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Apple,219.05,924,1.9,False
PROD_001029,Dell Smartwatch,Electronics,Smartwatch,Dell,1370.21,591,3.6,False
PROD_001030,Generic Cycling Helmet,Sports,Cycling Helmet,Generic,232.66,338,4.3,False
PROD_001031,Adidas Coffee Maker,Home & Garden,Coffee Maker,Adidas,472.07,62,3.2,False
PROD_001032,Dell Biography,Books,Biography,Dell,11.88,443,2.8,False
PROD_001033,Dell Camera,Electronics,Camera,Dell,1523.87,723,3.5,True
PROD_001034,Generic Cycling Helmet,Sports,Cycling Helmet,Generic,164.29,681,2.2,False
PROD_001035,Generic Headphones,Electronics,Headphones,Generic,94.78,257,4.0,False
PROD_001036,Nike Fiction Novel,Books,Fiction Novel,Nike,17.43,612,3.7,True
PROD_001037,Nike Garden Tools,Home & Garden,Garden Tools,Nike,75.24,625,1.7,False
PROD_001038,Dell Soccer Ball,Sports,Soccer Ball,Dell,80.23,185,1.7,False
PROD_001039,Apple Hair Dryer,Beauty,Hair Dryer,Apple,88.03,337,3.6,False
PROD_001040,Apple Sneakers,Clothing,Sneakers,Apple,149.51,394,4.7,False
PROD_001041,Apple Fiction Novel,Books,Fiction Novel,Apple,21.83,995,2.1,False
PROD_001042,Nike Sneakers,Clothing,Sneakers,Nike,52.77,639,3.1,False
PROD_001043,Apple Sneakers,Clothing,Sneakers,Apple,21.58,963,3.6,False
PROD_001044,Canon Smartphone,Electronics,Smartphone,Canon,1059.69,966,1.2,False
PROD_001045,Adidas Cycling Helmet,Sports,Cycling Helmet,Adidas,255.32,721,2.6,False
PROD_001046,Sony Fiction Novel,Books,Fiction Novel,Sony,12.7,25,1.3,False
PROD_001047,Samsung Smartwatch,Electronics,Smartwatch,Samsung,1463.24,634,2.4,False
PROD_001048,HP Sweater,Clothing,Sweater,HP,99.53,408,4.0,False
PROD_001049,Nike Headphones,Electronics,Headphones,Nike,1325.07,405,3.1,False
PROD_001050,Generic Shampoo,Beauty,Shampoo,Generic,118.25,698,1.4,False
PROD_001051,HP Sneakers,Clothing,Sneakers,HP,32.93,51,1.7,False
PROD_001052,Nike T-Shirt,Clothing,T-Shirt,Nike,139.1,622,4.2,False
PROD_001053,Dell Jeans,Clothing,Jeans,Dell,22.64,702,1.3,False
PROD_001054,Adidas Jeans,Clothing,Jeans,Adidas,140.02,911,2.7,False
PROD_001055,Generic Tablet,Electronics,Tablet,Generic,1893.58,836,1.3,False
PROD_001056,Dell Headphones,Electronics,Headphones,Dell,1944.54,81,2.8,True
PROD_001057,Nike Kitchenware,Home & Garden,Kitchenware,Nike,473.81,28,4.4,False
PROD_001058,Sony Dumbbells,Sports,Dumbbells,Sony,196.27,957,4.7,False
PROD_001059,Dell Tennis Racket,Sports,Tennis Racket,Dell,270.66,841,3.4,False
PROD_001060,Dell Kitchenware,Home & Garden,Kitchenware,Dell,128.58,978,3.5,False
PROD_001061,Canon Self-Help,Books,Self-Help,Canon,48.74,255,2.0,True
PROD_001062,Nike Self-Help,Books,Self-Help,Nike,45.66,998,1.2,False
PROD_001063,Canon Moisturizer,Beauty,Moisturizer,Canon,140.91,488,3.3,False
PROD_001064,Nike Smartphone,Electronics,Smartphone,Nike,1222.2,197,1.3,True
PROD_001065,Apple Smartphone,Electronics,Smartphone,Apple,262.84,151,3.0,False
PROD_001066,Canon Headphones,Electronics,Headphones,Canon,1278.43,490,1.1,False
PROD_001067,HP Garden Tools,Home & Garden,Garden Tools,HP,126.08,376,4.7,False
PROD_001068,Apple Perfume,Beauty,Perfume,Apple,17.31,864,1.1,False
PROD_001069,HP T-Shirt,Clothing,T-Shirt,HP,164.6,450,4.4,False
PROD_001070,HP Cookbook,Books,Cookbook,HP,10.18,571,3.3,False
PROD_001071,Samsung Garden Tools,Home & Garden,Garden Tools,Samsung,453.68,145,4.0,False
PROD_001072,Samsung Children Book,Books,Children Book,Samsung,46.13,161,3.7,True
PROD_001073,Canon Running Shoes,Sports,Running Shoes,Canon,137.73,294,3.9,False
PROD_001074,Generic Dumbbells,Sports,Dumbbells,Generic,117.33,692,1.0,False
PROD_001075,Canon Kitchenware,Home & Garden,Kitchenware,Canon,360.89,716,4.1,False
PROD_001076,Adidas Children Book,Books,Children Book,Adidas,48.57,303,1.3,False
PROD_001077,Generic Bedding,Home & Garden,Bedding,Generic,172.52,384,4.0,False
PROD_001078,Generic Cookbook,Books,Cookbook,Generic,29.07,750,3.9,False
PROD_001079,Nike Laptop,Electronics,Laptop,Nike,1949.75,187,3.2,True
PROD_001080,Apple Jeans,Clothing,Jeans,Apple,183.75,744,3.5,False
PROD_001081,Sony Dumbbells,Sports,Dumbbells,Sony,221.45,857,4.8,False
PROD_001082,Dell Hair Dryer,Beauty,Hair Dryer,Dell,53.5,779,2.8,False
PROD_001083,Canon Headphones,Electronics,Headphones,Canon,1503.77,131,4.6,False
PROD_001084,HP Tennis Racket,Sports,Tennis Racket,HP,289.14,357,1.7,False
PROD_001085,Dell Perfume,Beauty,Perfume,Dell,94.3,560,2.4,False
PROD_001086,Generic Cycling Helmet,Sports,Cycling Helmet,Generic,16.93,695,4.2,False
PROD_001087,Canon Shampoo,Beauty,Shampoo,Canon,127.8,193,2.4,False
PROD_001088,Generic Tennis Racket,Sports,Tennis Racket,Generic,80.23,237,2.0,False
PROD_001089,Canon Yoga Mat,Sports,Yoga Mat,Canon,87.2,486,2.8,False
PROD_001090,Apple Bedding,Home & Garden,Bedding,Apple,113.35,105,1.5,False
PROD_001091,Sony Coffee Maker,Home & Garden,Coffee Maker,Sony,423.77,556,2.5,False
PROD_001092,Canon Garden Tools,Home & Garden,Garden Tools,Canon,83.75,696,4.7,False
PROD_001093,Nike Tennis Racket,Sports,Tennis Racket,Nike,288.08,908,1.5,False
PROD_001094,Samsung Jeans,Clothing,Jeans,Samsung,94.81,84,1.8,False
PROD_001095,Dell Camera,Electronics,Camera,Dell,1979.25,809,2.8,False
PROD_001096,HP Children Book,Books,Children Book,HP,25.93,510,4.9,True
PROD_001097,Samsung Bedding,Home & Garden,Bedding,Samsung,88.61,703,3.1,False
PROD_001098,Adidas Jacket,Clothing,Jacket,Adidas,136.76,566,4.0,False
PROD_001099,Nike Running Shoes,Sports,Running Shoes,Nike,136.76,473,4.1,False
PROD_001100,Canon Hair Dryer,Beauty,Hair Dryer,Canon,40.76,258,3.8,False
PROD_001101,Nike Cycling Helmet,Sports,Cycling Helmet,Nike,168.78,163,3.4,False
PROD_001102,HP Running Shoes,Sports,Running Shoes,HP,185.84,828,1.5,False
PROD_001103,Apple Hair Dryer,Beauty,Hair Dryer,Apple,63.44,580,4.0,False
PROD_001104,HP Jeans,Clothing,Jeans,HP,86.6,281,1.2,False
PROD_001105,Samsung Garden Tools,Home & Garden,Garden Tools,Samsung,144.76,919,2.3,False
PROD_001106,Nike Fiction Novel,Books,Fiction Novel,Nike,15.75,462,3.7,False
PROD_001107,Apple Laptop,Electronics,Laptop,Apple,1812.29,644,1.3,False
PROD_001108,Apple Jacket,Clothing,Jacket,Apple,58.59,761,3.9,False
PROD_001109,Dell Headphones,Electronics,Headphones,Dell,84.89,524,3.7,False
PROD_001110,Samsung Textbook,Books,Textbook,Samsung,30.8,320,3.6,False
PROD_001111,HP Furniture,Home & Garden,Furniture,HP,447.05,607,2.3,False
PROD_001112,Apple Perfume,Beauty,Perfume,Apple,108.37,401,1.9,False
PROD_001113,HP Fiction Novel,Books,Fiction Novel,HP,40.15,336,3.0,True
PROD_001114,Dell Tablet,Electronics,Tablet,Dell,558.16,94,1.2,False
PROD_001115,Samsung Fiction Novel,Books,Fiction Novel,Samsung,26.16,398,1.4,False
PROD_001116,Apple Makeup Kit,Beauty,Makeup Kit,Apple,39.16,43,2.0,False
PROD_001117,HP Smartwatch,Electronics,Smartwatch,HP,1929.36,736,1.8,False
PROD_001118,Adidas Sweater,Clothing,Sweater,Adidas,85.62,48,1.8,False
PROD_001119,Samsung T-Shirt,Clothing,T-Shirt,Samsung,67.16,961,4.4,False
PROD_001120,Canon Yoga Mat,Sports,Yoga Mat,Canon,190.15,908,4.2,False
PROD_001121,Samsung Dumbbells,Sports,Dumbbells,Samsung,53.91,494,4.0,False
PROD_001122,Apple Smartphone,Electronics,Smartphone,Apple,1698.8,305,1.9,False
PROD_001123,Adidas Sneakers,Clothing,Sneakers,Adidas,80.5,105,3.5,False
PROD_001124,Nike Coffee Maker,Home & Garden,Coffee Maker,Nike,441.94,915,1.6,False
PROD_001125,Sony Children Book,Books,Children Book,Sony,47.87,688,4.3,True
PROD_001126,Canon Makeup Kit,Beauty,Makeup Kit,Canon,136.4,298,2.2,False
PROD_001127,Adidas Dress,Clothing,Dress,Adidas,122.99,477,3.9,False
PROD_001128,Canon Jacket,Clothing,Jacket,Canon,195.79,586,2.9,False
PROD_001129,HP Furniture,Home & Garden,Furniture,HP,474.14,706,4.0,False
PROD_001130,Nike Self-Help,Books,Self-Help,Nike,21.29,357,1.9,False
PROD_001131,Sony Yoga Mat,Sports,Yoga Mat,Sony,181.53,164,3.2,False
PROD_001132,Nike Yoga Mat,Sports,Yoga Mat,Nike,257.67,910,3.6,False
PROD_001133,Apple Jacket,Clothing,Jacket,Apple,145.12,435,2.0,False
PROD_001134,Dell Perfume,Beauty,Perfume,Dell,115.97,670,4.4,False
PROD_001135,Dell Bedding,Home & Garden,Bedding,Dell,30.09,496,3.6,False
PROD_001136,Canon Garden Tools,Home & Garden,Garden Tools,Canon,206.3,70,1.8,False
PROD_001137,Canon Shampoo,Beauty,Shampoo,Canon,32.0,680,2.5,False
PROD_001138,Samsung Headphones,Electronics,Headphones,Samsung,1089.57,132,2.8,False
PROD_001139,Adidas Biography,Books,Biography,Adidas,17.57,212,2.6,False
PROD_001140,Generic Camera,Electronics,Camera,Generic,1707.86,566,4.3,False
PROD_001141,Nike Bedding,Home & Garden,Bedding,Nike,184.7,160,2.2,False
PROD_001142,Dell Soccer Ball,Sports,Soccer Ball,Dell,104.47,423,1.8,False
PROD_001143,Apple Tablet,Electronics,Tablet,Apple,1391.41,690,4.6,False
PROD_001144,Nike Hair Dryer,Beauty,Hair Dryer,Nike,95.32,627,4.1,False
PROD_001145,HP Kitchenware,Home & Garden,Kitchenware,HP,498.37,428,2.5,False
PROD_001146,Adidas Furniture,Home & Garden,Furniture,Adidas,140.38,684,3.2,False
PROD_001147,Generic Dress,Clothing,Dress,Generic,106.28,800,2.2,False
PROD_001148,Dell Sweater,Clothing,Sweater,Dell,103.8,240,3.1,False
PROD_001149,Nike Children Book,Books,Children Book,Nike,30.29,631,4.0,True
PROD_001150,Samsung Self-Help,Books,Self-Help,Samsung,40.81,476,2.7,False
PROD_001151,Nike Perfume,Beauty,Perfume,Nike,29.8,770,4.5,False
PROD_001152,Generic Shampoo,Beauty,Shampoo,Generic,129.06,884,1.5,False
PROD_001153,HP Makeup Kit,Beauty,Makeup Kit,HP,117.48,923,1.0,False
PROD_001154,Nike Tablet,Electronics,Tablet,Nike,1376.88,882,3.8,False
PROD_001155,Sony Shampoo,Beauty,Shampoo,Sony,34.51,848,4.1,False
PROD_001156,Dell Tennis Racket,Sports,Tennis Racket,Dell,105.32,177,2.8,False
PROD_001157,Canon Camera,Electronics,Camera,Canon,1784.35,408,4.4,False
PROD_001158,Apple Laptop,Electronics,Laptop,Apple,50.06,507,3.4,True
PROD_001159,HP Perfume,Beauty,Perfume,HP,98.16,40,3.0,False
PROD_001160,Sony Laptop,Electronics,Laptop,Sony,1851.65,925,1.0,True
PROD_001161,HP Cookbook,Books,Cookbook,HP,42.03,767,1.6,False
PROD_001162,Adidas Bedding,Home & Garden,Bedding,Adidas,116.97,753,4.3,False
PROD_001163,Samsung Tennis Racket,Sports,Tennis Racket,Samsung,17.17,725,4.8,False
PROD_001164,Dell Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Dell,90.47,914,3.8,False
PROD_001165,Generic Camera,Electronics,Camera,Generic,872.95,826,1.8,False
PROD_001166,Samsung Yoga Mat,Sports,Yoga Mat,Samsung,203.46,455,1.6,False
PROD_001167,Sony Bedding,Home & Garden,Bedding,Sony,398.05,903,1.7,False
PROD_001168,Apple Camera,Electronics,Camera,Apple,453.91,689,5.0,False
PROD_001169,Dell Camera,Electronics,Camera,Dell,431.16,26,1.4,False
PROD_001170,Sony Perfume,Beauty,Perfume,Sony,47.32,682,2.5,False
PROD_001171,Apple Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Apple,308.25,925,2.5,False
PROD_001172,Dell Garden Tools,Home & Garden,Garden Tools,Dell,458.39,178,4.0,False
PROD_001173,Adidas Children Book,Books,Children Book,Adidas,10.14,845,1.7,True
PROD_001174,Adidas Smartwatch,Electronics,Smartwatch,Adidas,1721.13,167,4.3,False
PROD_001175,Samsung Bedding,Home & Garden,Bedding,Samsung,233.78,127,3.7,False
PROD_001176,Generic Yoga Mat,Sports,Yoga Mat,Generic,151.32,77,4.8,False
PROD_001177,Apple Children Book,Books,Children Book,Apple,34.35,161,1.9,False
PROD_001178,Dell Tablet,Electronics,Tablet,Dell,1799.53,731,1.7,False
PROD_001179,HP Sweater,Clothing,Sweater,HP,28.31,745,4.6,False
PROD_001180,Adidas Kitchenware,Home & Garden,Kitchenware,Adidas,349.49,614,3.1,False
PROD_001181,HP Hair Dryer,Beauty,Hair Dryer,HP,53.06,84,4.9,False
PROD_001182,Generic Furniture,Home & Garden,Furniture,Generic,156.92,832,5.0,False
PROD_001183,Apple Coffee Maker,Home & Garden,Coffee Maker,Apple,78.31,103,4.2,False
PROD_001184,Nike Cookbook,Books,Cookbook,Nike,22.09,21,3.9,True
PROD_001185,Sony Cookbook,Books,Cookbook,Sony,30.89,75,3.9,True
PROD_001186,Samsung Furniture,Home & Garden,Furniture,Samsung,182.76,881,3.4,False
PROD_001187,Canon Running Shoes,Sports,Running Shoes,Canon,255.46,386,1.1,False
PROD_001188,HP Smartwatch,Electronics,Smartwatch,HP,1692.77,331,4.0,True
PROD_001189,Nike Soccer Ball,Sports,Soccer Ball,Nike,277.38,710,1.8,False
PROD_001190,Generic Coffee Maker,Home & Garden,Coffee Maker,Generic,192.7,859,2.2,False
PROD_001191,Canon Dumbbells,Sports,Dumbbells,Canon,94.42,169,1.9,False
PROD_001192,Canon Coffee Maker,Home & Garden,Coffee Maker,Canon,423.68,995,3.6,False
PROD_001193,Adidas Cycling Helmet,Sports,Cycling Helmet,Adidas,188.79,30,3.8,False
PROD_001194,Adidas Jacket,Clothing,Jacket,Adidas,106.6,26,2.4,False
PROD_001195,Samsung Dress,Clothing,Dress,Samsung,160.48,237,3.2,False
PROD_001196,HP Soccer Ball,Sports,Soccer Ball,HP,91.93,610,4.8,False
PROD_001197,Adidas Fiction Novel,Books,Fiction Novel,Adidas,31.94,718,1.1,False
PROD_001198,Apple Jeans,Clothing,Jeans,Apple,86.08,536,3.6,False
PROD_001199,Samsung Dumbbells,Sports,Dumbbells,Samsung,216.36,559,4.8,False
PROD_001200,Dell Textbook,Books,Textbook,Dell,22.97,297,4.2,True
PROD_001201,HP Biography,Books,Biography,HP,35.88,416,3.5,False
PROD_001202,Generic Perfume,Beauty,Perfume,Generic,40.91,161,4.8,False
PROD_001203,Sony Smartphone,Electronics,Smartphone,Sony,153.68,841,2.6,True
PROD_001204,Adidas Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Adidas,162.14,536,2.1,False
PROD_001205,Adidas Tablet,Electronics,Tablet,Adidas,354.85,902,4.6,True
PROD_001206,Apple Dumbbells,Sports,Dumbbells,Apple,187.35,979,4.9,False
PROD_001207,Nike Tablet,Electronics,Tablet,Nike,1804.06,197,4.3,False
PROD_001208,Generic Jacket,Clothing,Jacket,Generic,120.26,512,4.7,False
PROD_001209,Nike Skincare Set,Beauty,Skincare Set,Nike,22.59,835,1.2,False
PROD_001210,Nike Running Shoes,Sports,Running Shoes,Nike,230.56,840,4.9,False
PROD_001211,Canon Tennis Racket,Sports,Tennis Racket,Canon,184.68,132,1.1,False
PROD_001212,Generic Skincare Set,Beauty,Skincare Set,Generic,13.84,268,4.0,False
PROD_001213,Sony Bedding,Home & Garden,Bedding,Sony,54.03,740,2.1,False
PROD_001214,Dell Tablet,Electronics,Tablet,Dell,927.5,201,3.9,False
PROD_001215,HP Moisturizer,Beauty,Moisturizer,HP,104.95,798,1.5,False
PROD_001216,Apple Smartwatch,Electronics,Smartwatch,Apple,719.56,991,3.4,False
PROD_001217,Dell Smartwatch,Electronics,Smartwatch,Dell,834.08,768,2.4,False
PROD_001218,Apple Hair Dryer,Beauty,Hair Dryer,Apple,107.38,209,3.4,False
PROD_001219,Samsung Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Samsung,440.13,311,3.6,False
PROD_001220,HP Cycling Helmet,Sports,Cycling Helmet,HP,160.56,129,2.2,False
PROD_001221,Apple Biography,Books,Biography,Apple,34.58,199,2.2,False
PROD_001222,Sony Shampoo,Beauty,Shampoo,Sony,49.18,969,3.1,False
PROD_001223,Adidas Dumbbells,Sports,Dumbbells,Adidas,239.82,724,2.5,False
PROD_001224,Apple Self-Help,Books,Self-Help,Apple,24.8,708,4.1,True
PROD_001225,Dell Moisturizer,Beauty,Moisturizer,Dell,114.03,175,3.1,False
